,Region,Variable,Year,Unit,Value
22,HUN,Disturbance Year,2008,Percentage share,0.008512711722538313
23,HUN,Disturbance Year,2009,Percentage share,0.0124114624553795
24,HUN,Disturbance Year,2010,Percentage share,0.01204459663637471
25,HUN,Disturbance Year,2011,Percentage share,0.012682159564548082
26,HUN,Disturbance Year,2012,Percentage share,0.016931391817681222
27,HUN,Disturbance Year,2013,Percentage share,0.011410595512269348
28,HUN,Disturbance Year,2014,Percentage share,0.011745405094662067
29,HUN,Disturbance Year,2015,Percentage share,0.006038682616900191
30,HUN,Disturbance Year,2016,Percentage share,0.004584041835525861
31,HUN,Disturbance Year,2017,Percentage share,0.006375629281733715
32,HUN,Disturbance Year,2018,Percentage share,0.0041445152135337155
33,HUN,Disturbance Year,2019,Percentage share,0.005520083944598275
34,HUN,Disturbance Year,2020,Percentage share,0.009415985234185057
0,ISL,Disturbance Year,1986,Percentage share,
1,ISL,Disturbance Year,1987,Percentage share,
2,ISL,Disturbance Year,1988,Percentage share,
3,ISL,Disturbance Year,1989,Percentage share,
4,ISL,Disturbance Year,1990,Percentage share,
5,ISL,Disturbance Year,1991,Percentage share,
6,ISL,Disturbance Year,1992,Percentage share,
7,ISL,Disturbance Year,1993,Percentage share,
8,ISL,Disturbance Year,1994,Percentage share,
9,ISL,Disturbance Year,1995,Percentage share,
10,ISL,Disturbance Year,1996,Percentage share,
11,ISL,Disturbance Year,1997,Percentage share,
12,ISL,Disturbance Year,1998,Percentage share,
13,ISL,Disturbance Year,1999,Percentage share,
14,ISL,Disturbance Year,2000,Percentage share,
15,ISL,Disturbance Year,2001,Percentage share,
16,ISL,Disturbance Year,2002,Percentage share,
17,ISL,Disturbance Year,2003,Percentage share,
18,ISL,Disturbance Year,2004,Percentage share,
19,ISL,Disturbance Year,2005,Percentage share,
20,ISL,Disturbance Year,2006,Percentage share,
21,ISL,Disturbance Year,2007,Percentage share,
22,ISL,Disturbance Year,2008,Percentage share,
23,ISL,Disturbance Year,2009,Percentage share,
24,ISL,Disturbance Year,2010,Percentage share,
25,ISL,Disturbance Year,2011,Percentage share,
26,ISL,Disturbance Year,2012,Percentage share,
27,ISL,Disturbance Year,2013,Percentage share,
28,ISL,Disturbance Year,2014,Percentage share,
29,ISL,Disturbance Year,2015,Percentage share,
30,ISL,Disturbance Year,2016,Percentage share,
31,ISL,Disturbance Year,2017,Percentage share,
32,ISL,Disturbance Year,2018,Percentage share,
33,ISL,Disturbance Year,2019,Percentage share,
34,ISL,Disturbance Year,2020,Percentage share,
0,ITA,Disturbance Year,1986,Percentage share,0.0027432843642688346
1,ITA,Disturbance Year,1987,Percentage share,0.0034229400421681815
2,ITA,Disturbance Year,1988,Percentage share,0.0038116855671733937
3,ITA,Disturbance Year,1989,Percentage share,0.003486703394141073
4,ITA,Disturbance Year,1990,Percentage share,0.004981978335062624
5,ITA,Disturbance Year,1991,Percentage share,0.0032602055840796054
6,ITA,Disturbance Year,1992,Percentage share,0.004007680806825438
7,ITA,Disturbance Year,1993,Percentage share,0.005438705652629265
8,ITA,Disturbance Year,1994,Percentage share,0.004010601265694425
9,ITA,Disturbance Year,1995,Percentage share,0.004679873089837371
10,ITA,Disturbance Year,1996,Percentage share,0.00906802478820589
11,ITA,Disturbance Year,1997,Percentage share,0.011505147714375878
12,ITA,Disturbance Year,1998,Percentage share,0.011288060271781147
13,ITA,Disturbance Year,1999,Percentage share,0.008738661926870088
14,ITA,Disturbance Year,2000,Percentage share,0.009433568889974146
15,ITA,Disturbance Year,2001,Percentage share,0.007196659644044739
16,ITA,Disturbance Year,2002,Percentage share,0.006325713910226717
17,ITA,Disturbance Year,2003,Percentage share,0.008431689250196522
18,ITA,Disturbance Year,2004,Percentage share,0.006902829032281617
19,ITA,Disturbance Year,2005,Percentage share,0.009728535235741874
20,ITA,Disturbance Year,2006,Percentage share,0.008649101188221141
21,ITA,Disturbance Year,2007,Percentage share,0.008420980901010235
22,ITA,Disturbance Year,2008,Percentage share,0.007426889151549913
23,ITA,Disturbance Year,2009,Percentage share,0.008955424874034931
24,ITA,Disturbance Year,2010,Percentage share,0.007795353712187156
25,ITA,Disturbance Year,2011,Percentage share,0.009119781809272944
26,ITA,Disturbance Year,2012,Percentage share,0.01064296335716482
27,ITA,Disturbance Year,2013,Percentage share,0.007404985710032507
28,ITA,Disturbance Year,2014,Percentage share,0.007985670281816168
29,ITA,Disturbance Year,2015,Percentage share,0.006703588838330698
30,ITA,Disturbance Year,2016,Percentage share,0.004802370114619899
31,ITA,Disturbance Year,2017,Percentage share,0.005939888844090492
32,ITA,Disturbance Year,2018,Percentage share,0.0038606843770864043
33,ITA,Disturbance Year,2019,Percentage share,0.01172450662497982
34,ITA,Disturbance Year,2020,Percentage share,0.009324051682387119
0,LVA,Disturbance Year,1986,Percentage share,0.015053037720020982
1,LVA,Disturbance Year,1987,Percentage share,0.005618099840590881
2,LVA,Disturbance Year,1988,Percentage share,0.006067139609866084
3,LVA,Disturbance Year,1989,Percentage share,0.007370715667337731
4,LVA,Disturbance Year,1990,Percentage share,0.007386364022933686
5,LVA,Disturbance Year,1991,Percentage share,0.008546043245251234
6,LVA,Disturbance Year,1992,Percentage share,0.008624965386517787
7,LVA,Disturbance Year,1993,Percentage share,0.006675044206604559
8,LVA,Disturbance Year,1994,Percentage share,0.006824724129696293
9,LVA,Disturbance Year,1995,Percentage share,0.008259610301516597
10,LVA,Disturbance Year,1996,Percentage share,0.010403775199805688
11,LVA,Disturbance Year,1997,Percentage share,0.014375395886387496
12,LVA,Disturbance Year,1998,Percentage share,0.017212850973906027
13,LVA,Disturbance Year,1999,Percentage share,0.018025544919965466
14,LVA,Disturbance Year,2000,Percentage share,0.019540713959625883
15,LVA,Disturbance Year,2001,Percentage share,0.020112559302164986
16,LVA,Disturbance Year,2002,Percentage share,0.023527642820160254
17,LVA,Disturbance Year,2003,Percentage share,0.02292858294614993
18,LVA,Disturbance Year,2004,Percentage share,0.025551383416689177
19,LVA,Disturbance Year,2005,Percentage share,0.019837692534305618
20,LVA,Disturbance Year,2006,Percentage share,0.019708423509817302
21,LVA,Disturbance Year,2007,Percentage share,0.018556908646941123
22,LVA,Disturbance Year,2008,Percentage share,0.016842052982610593
23,LVA,Disturbance Year,2009,Percentage share,0.01683456898645601
24,LVA,Disturbance Year,2010,Percentage share,0.024138949233332627
25,LVA,Disturbance Year,2011,Percentage share,0.02431856514104271
26,LVA,Disturbance Year,2012,Percentage share,0.022577515490171132
27,LVA,Disturbance Year,2013,Percentage share,0.020343202456383613
28,LVA,Disturbance Year,2014,Percentage share,0.020139093470349426
29,LVA,Disturbance Year,2015,Percentage share,0.016119507172049588
30,LVA,Disturbance Year,2016,Percentage share,0.015642572508016383
31,LVA,Disturbance Year,2017,Percentage share,0.016005546321513835
32,LVA,Disturbance Year,2018,Percentage share,0.017871442635509657
33,LVA,Disturbance Year,2019,Percentage share,0.016785242648164413
34,LVA,Disturbance Year,2020,Percentage share,0.01725877549576372
0,LTU,Disturbance Year,1986,Percentage share,0.005176783893518143
1,LTU,Disturbance Year,1987,Percentage share,0.005725654044051154
2,LTU,Disturbance Year,1988,Percentage share,0.007798464526579837
3,LTU,Disturbance Year,1989,Percentage share,0.007252739763728962
4,LTU,Disturbance Year,1990,Percentage share,0.006907795581254538
5,LTU,Disturbance Year,1991,Percentage share,0.009784776847849735
6,LTU,Disturbance Year,1992,Percentage share,0.011572405513864608
7,LTU,Disturbance Year,1993,Percentage share,0.00938373991837719
8,LTU,Disturbance Year,1994,Percentage share,0.006005593547761401
9,LTU,Disturbance Year,1995,Percentage share,0.012481422554002376
10,LTU,Disturbance Year,1996,Percentage share,0.013327007609217035
11,LTU,Disturbance Year,1997,Percentage share,0.008955967193606475
12,LTU,Disturbance Year,1998,Percentage share,0.00885007247497451
13,LTU,Disturbance Year,1999,Percentage share,0.011171368584392062
14,LTU,Disturbance Year,2000,Percentage share,0.010366673569045193
15,LTU,Disturbance Year,2001,Percentage share,0.01260304421104503
16,LTU,Disturbance Year,2002,Percentage share,0.016071358361882095
17,LTU,Disturbance Year,2003,Percentage share,0.014925388783023295
18,LTU,Disturbance Year,2004,Percentage share,0.014623955796818442
19,LTU,Disturbance Year,2005,Percentage share,0.013896322779683942
20,LTU,Disturbance Year,2006,Percentage share,0.016007926376958987
21,LTU,Disturbance Year,2007,Percentage share,0.01333906492866523
22,LTU,Disturbance Year,2008,Percentage share,0.013191755938885117
23,LTU,Disturbance Year,2009,Percentage share,0.011620110560377029
24,LTU,Disturbance Year,2010,Percentage share,0.015298641454636958
25,LTU,Disturbance Year,2011,Percentage share,0.018977696580177242
26,LTU,Disturbance Year,2012,Percentage share,0.016325610532854886
27,LTU,Disturbance Year,2013,Percentage share,0.017942864032753972
28,LTU,Disturbance Year,2014,Percentage share,0.01957794139618517
29,LTU,Disturbance Year,2015,Percentage share,0.01607922183108744
30,LTU,Disturbance Year,2016,Percentage share,0.014608228858407752
31,LTU,Disturbance Year,2017,Percentage share,0.01621552196398007
32,LTU,Disturbance Year,2018,Percentage share,0.015666651813447056
33,LTU,Disturbance Year,2019,Percentage share,0.01437704286377064
34,LTU,Disturbance Year,2020,Percentage share,0.015466395464350965
0,SVK,Disturbance Year,1986,Percentage share,0.008175046954219852
1,SVK,Disturbance Year,1987,Percentage share,0.007674935979420695
2,SVK,Disturbance Year,1988,Percentage share,0.007802426610308081
3,SVK,Disturbance Year,1989,Percentage share,0.00781923219347051
4,SVK,Disturbance Year,1990,Percentage share,0.007251319383153968
5,SVK,Disturbance Year,1991,Percentage share,0.005982208102956798
6,SVK,Disturbance Year,1992,Percentage share,0.005886590129791257
7,SVK,Disturbance Year,1993,Percentage share,0.004213565350828138
8,SVK,Disturbance Year,1994,Percentage share,0.00497445261607877
9,SVK,Disturbance Year,1995,Percentage share,0.004828417893425946
10,SVK,Disturbance Year,1996,Percentage share,0.008306594105180929
11,SVK,Disturbance Year,1997,Percentage share,0.006368736515692648
12,SVK,Disturbance Year,1998,Percentage share,0.008190693531646942
13,SVK,Disturbance Year,1999,Percentage share,0.008935934219470485
14,SVK,Disturbance Year,2000,Percentage share,0.009503847029787028
15,SVK,Disturbance Year,2001,Percentage share,0.00742111372338126
16,SVK,Disturbance Year,2002,Percentage share,0.007035744316380751
17,SVK,Disturbance Year,2003,Percentage share,0.00790673712648867
18,SVK,Disturbance Year,2004,Percentage share,0.008180262480028882
19,SVK,Disturbance Year,2005,Percentage share,0.017058246412732375
20,SVK,Disturbance Year,2006,Percentage share,0.012891041291317832
21,SVK,Disturbance Year,2007,Percentage share,0.009699718999059467
22,SVK,Disturbance Year,2008,Percentage share,0.011196574906250924
23,SVK,Disturbance Year,2009,Percentage share,0.013562685114947293
24,SVK,Disturbance Year,2010,Percentage share,0.014017015363200526
25,SVK,Disturbance Year,2011,Percentage share,0.01025662125489028
26,SVK,Disturbance Year,2012,Percentage share,0.014923357848236313
27,SVK,Disturbance Year,2013,Percentage share,0.012515523433067709
28,SVK,Disturbance Year,2014,Percentage share,0.019404653523927964
29,SVK,Disturbance Year,2015,Percentage share,0.007357368407937567
30,SVK,Disturbance Year,2016,Percentage share,0.007785621027145653
31,SVK,Disturbance Year,2017,Percentage share,0.018221308668145943
32,SVK,Disturbance Year,2018,Percentage share,0.010041046188117062
33,SVK,Disturbance Year,2019,Percentage share,0.011502552420380651
34,SVK,Disturbance Year,2020,Percentage share,0.013486770239282528
0,LIE,Disturbance Year,1986,Percentage share,0.0005320092214931726
1,LIE,Disturbance Year,1987,Percentage share,0.0033693917361234263
2,LIE,Disturbance Year,1988,Percentage share,0.0015960276644795177
3,LIE,Disturbance Year,1989,Percentage share,0.006029437843589289
4,LIE,Disturbance Year,1990,Percentage share,0.013300230537329313
5,LIE,Disturbance Year,1991,Percentage share,0.009753502394041498
6,LIE,Disturbance Year,1992,Percentage share,0.01064018442986345
7,LIE,Disturbance Year,1993,Percentage share,0.009930838801205887
8,LIE,Disturbance Year,1994,Percentage share,0.012058875687178578
9,LIE,Disturbance Year,1995,Percentage share,0.006738783472246853
10,LIE,Disturbance Year,1996,Percentage share,0.011704202872849798
11,LIE,Disturbance Year,1997,Percentage share,0.02943784358928888
12,LIE,Disturbance Year,1998,Percentage share,0.013477566944493705
13,LIE,Disturbance Year,1999,Percentage share,0.019684341195247385
14,LIE,Disturbance Year,2000,Percentage share,0.01684695868061713
15,LIE,Disturbance Year,2001,Percentage share,0.004788082993438553
16,LIE,Disturbance Year,2002,Percentage share,0.007270792693740025
17,LIE,Disturbance Year,2003,Percentage share,0.0026600461074658627
18,LIE,Disturbance Year,2004,Percentage share,0.009398829579712715
19,LIE,Disturbance Year,2005,Percentage share,0.01259088490867175
20,LIE,Disturbance Year,2006,Percentage share,0.015428267423302004
21,LIE,Disturbance Year,2007,Percentage share,0.01010817520837028
22,LIE,Disturbance Year,2008,Percentage share,0.0039014009576165986
23,LIE,Disturbance Year,2009,Percentage share,0.004433410179109772
24,LIE,Disturbance Year,2010,Percentage share,0.006384110657918071
25,LIE,Disturbance Year,2011,Percentage share,0.006206774250753679
26,LIE,Disturbance Year,2012,Percentage share,0.006384110657918071
27,LIE,Disturbance Year,2013,Percentage share,0.013122894130164922
28,LIE,Disturbance Year,2014,Percentage share,0.006916119879411243
29,LIE,Disturbance Year,2015,Percentage share,0.006206774250753679
30,LIE,Disturbance Year,2016,Percentage share,0.01010817520837028
31,LIE,Disturbance Year,2017,Percentage share,0.011349530058521014
32,LIE,Disturbance Year,2018,Percentage share,0.006561447065082461
33,LIE,Disturbance Year,2019,Percentage share,0.0035467281432878172
34,LIE,Disturbance Year,2020,Percentage share,0.0028373825146302536
0,MLT,Disturbance Year,1986,Percentage share,0.0
1,MLT,Disturbance Year,1987,Percentage share,0.0
2,MLT,Disturbance Year,1988,Percentage share,0.0
3,MLT,Disturbance Year,1989,Percentage share,0.0
4,MLT,Disturbance Year,1990,Percentage share,0.0
5,MLT,Disturbance Year,1991,Percentage share,0.0
6,MLT,Disturbance Year,1992,Percentage share,0.0
7,MLT,Disturbance Year,1993,Percentage share,0.0
8,MLT,Disturbance Year,1994,Percentage share,0.0
9,MLT,Disturbance Year,1995,Percentage share,0.0
10,MLT,Disturbance Year,1996,Percentage share,0.0
11,MLT,Disturbance Year,1997,Percentage share,0.0
12,MLT,Disturbance Year,1998,Percentage share,0.0
13,MLT,Disturbance Year,1999,Percentage share,0.0
14,MLT,Disturbance Year,2000,Percentage share,0.0
15,MLT,Disturbance Year,2001,Percentage share,0.0
16,MLT,Disturbance Year,2002,Percentage share,0.0
17,MLT,Disturbance Year,2003,Percentage share,0.0
18,MLT,Disturbance Year,2004,Percentage share,0.0
19,MLT,Disturbance Year,2005,Percentage share,0.0
20,MLT,Disturbance Year,2006,Percentage share,0.0
21,MLT,Disturbance Year,2007,Percentage share,0.0
22,MLT,Disturbance Year,2008,Percentage share,0.0
23,MLT,Disturbance Year,2009,Percentage share,0.0
24,MLT,Disturbance Year,2010,Percentage share,0.0
25,MLT,Disturbance Year,2011,Percentage share,0.0
26,MLT,Disturbance Year,2012,Percentage share,0.0
27,MLT,Disturbance Year,2013,Percentage share,0.0
28,MLT,Disturbance Year,2014,Percentage share,0.0
29,MLT,Disturbance Year,2015,Percentage share,0.0
30,MLT,Disturbance Year,2016,Percentage share,0.0
31,MLT,Disturbance Year,2017,Percentage share,0.0
32,MLT,Disturbance Year,2018,Percentage share,0.0
33,MLT,Disturbance Year,2019,Percentage share,0.0
34,MLT,Disturbance Year,2020,Percentage share,0.0
0,BEL,Disturbance Year,1986,Percentage share,0.005320989790621215
1,BEL,Disturbance Year,1987,Percentage share,0.008613231020758871
2,BEL,Disturbance Year,1988,Percentage share,0.010276506494978847
3,BEL,Disturbance Year,1989,Percentage share,0.012145640279012597
4,BEL,Disturbance Year,1990,Percentage share,0.032980589649802196
5,BEL,Disturbance Year,1991,Percentage share,0.004836178553740953
6,BEL,Disturbance Year,1992,Percentage share,0.009135335429706846
7,BEL,Disturbance Year,1993,Percentage share,0.010034846739980072
8,BEL,Disturbance Year,1994,Percentage share,0.006099671223395051
9,BEL,Disturbance Year,1995,Percentage share,0.01259763352447327
10,BEL,Disturbance Year,1996,Percentage share,0.012702054406262866
11,BEL,Disturbance Year,1997,Percentage share,0.010361534927293232
12,BEL,Disturbance Year,1998,Percentage share,0.011832377633643813
13,BEL,Disturbance Year,1999,Percentage share,0.008496876323907608
14,BEL,Disturbance Year,2000,Percentage share,0.007361672166166441
15,BEL,Disturbance Year,2001,Percentage share,0.008296984921624671
16,BEL,Disturbance Year,2002,Percentage share,0.012135198190833637
17,BEL,Disturbance Year,2003,Percentage share,0.011997959317624455
18,BEL,Disturbance Year,2004,Percentage share,0.013908861454374043
19,BEL,Disturbance Year,2005,Percentage share,0.013987922979157593
20,BEL,Disturbance Year,2006,Percentage share,0.018264703951882857
21,BEL,Disturbance Year,2007,Percentage share,0.012539456176047641
22,BEL,Disturbance Year,2008,Percentage share,0.01252155545345514
23,BEL,Disturbance Year,2009,Percentage share,0.013379298411012524
24,BEL,Disturbance Year,2010,Percentage share,0.012697579225614743
25,BEL,Disturbance Year,2011,Percentage share,0.013859634467244662
26,BEL,Disturbance Year,2012,Percentage share,0.014044608600700515
27,BEL,Disturbance Year,2013,Percentage share,0.011183476439665616
28,BEL,Disturbance Year,2014,Percentage share,0.010424187456366989
29,BEL,Disturbance Year,2015,Percentage share,0.010897064878185583
30,BEL,Disturbance Year,2016,Percentage share,0.008353670543167593
31,BEL,Disturbance Year,2017,Percentage share,0.01124762069562208
32,BEL,Disturbance Year,2018,Percentage share,0.01148778872373815
33,BEL,Disturbance Year,2019,Percentage share,0.006964872815365981
34,BEL,Disturbance Year,2020,Percentage share,0.014411573413846806
0,LUX,Disturbance Year,1986,Percentage share,0.004160303333508874
1,LUX,Disturbance Year,1987,Percentage share,0.0040023171309705625
2,LUX,Disturbance Year,1988,Percentage share,0.008676075622728948
3,LUX,Disturbance Year,1989,Percentage share,0.015311496129338038
4,LUX,Disturbance Year,1990,Percentage share,0.06980357048817737
5,LUX,Disturbance Year,1991,Percentage share,0.004976565379956817
6,LUX,Disturbance Year,1992,Percentage share,0.008952551477170995
7,LUX,Disturbance Year,1993,Percentage share,0.007214703249249566
8,LUX,Disturbance Year,1994,Percentage share,0.002698930960029491
9,LUX,Disturbance Year,1995,Percentage share,0.005108220548738744
10,LUX,Disturbance Year,1996,Percentage share,0.008004634261941125
11,LUX,Disturbance Year,1997,Percentage share,0.007938806677550161
12,LUX,Disturbance Year,1998,Percentage share,0.010453420401284955
13,LUX,Disturbance Year,1999,Percentage share,0.0035415240402338196
14,LUX,Disturbance Year,2000,Percentage share,0.005253041234398863
15,LUX,Disturbance Year,2001,Percentage share,0.0034493654220864715
16,LUX,Disturbance Year,2002,Percentage share,0.00847859286955606
17,LUX,Disturbance Year,2003,Percentage share,0.005450523987571752
18,LUX,Disturbance Year,2004,Percentage share,0.012336089314866502
19,LUX,Disturbance Year,2005,Percentage share,0.00863657907209437
20,LUX,Disturbance Year,2006,Percentage share,0.0061087998314813844
21,LUX,Disturbance Year,2007,Percentage share,0.015219337511190688
22,LUX,Disturbance Year,2008,Percentage share,0.0051740481331297074
23,LUX,Disturbance Year,2009,Percentage share,0.01022960661435568
24,LUX,Disturbance Year,2010,Percentage share,0.023276633840644587
25,LUX,Disturbance Year,2011,Percentage share,0.011098530728316394
26,LUX,Disturbance Year,2012,Percentage share,0.009505503186055085
27,LUX,Disturbance Year,2013,Percentage share,0.018405392595713308
28,LUX,Disturbance Year,2014,Percentage share,0.015298330612459847
29,LUX,Disturbance Year,2015,Percentage share,0.011203854863341935
30,LUX,Disturbance Year,2016,Percentage share,0.010571910053188688
31,LUX,Disturbance Year,2017,Percentage share,0.01625941334456791
32,LUX,Disturbance Year,2018,Percentage share,0.01062457212070146
33,LUX,Disturbance Year,2019,Percentage share,0.006200958449628733
34,LUX,Disturbance Year,2020,Percentage share,0.024237716572752647
0,NLD,Disturbance Year,1986,Percentage share,0.004245507983369079
1,NLD,Disturbance Year,1987,Percentage share,0.00734990768726611
2,NLD,Disturbance Year,1988,Percentage share,0.00798775795630433
3,NLD,Disturbance Year,1989,Percentage share,0.006814464571513841
4,NLD,Disturbance Year,1990,Percentage share,0.009032310919821051
5,NLD,Disturbance Year,1991,Percentage share,0.004660988433843516
6,NLD,Disturbance Year,1992,Percentage share,0.008657793330660994
7,NLD,Disturbance Year,1993,Percentage share,0.004543951687230998
8,NLD,Disturbance Year,1994,Percentage share,0.007633721797801465
9,NLD,Disturbance Year,1995,Percentage share,0.005603134244074283
10,NLD,Disturbance Year,1996,Percentage share,0.008450053105423775
11,NLD,Disturbance Year,1997,Percentage share,0.005009172755015756
12,NLD,Disturbance Year,1998,Percentage share,0.004886284171072613
13,NLD,Disturbance Year,1999,Percentage share,0.004318655950001902
14,NLD,Disturbance Year,2000,Percentage share,0.00465513659651289
15,NLD,Disturbance Year,2001,Percentage share,0.005146690932285464
16,NLD,Disturbance Year,2002,Percentage share,0.004693173539161958
17,NLD,Disturbance Year,2003,Percentage share,0.005225690736248914
18,NLD,Disturbance Year,2004,Percentage share,0.005875244679948387
19,NLD,Disturbance Year,2005,Percentage share,0.006890538456811977
20,NLD,Disturbance Year,2006,Percentage share,0.015776553443367383
21,NLD,Disturbance Year,2007,Percentage share,0.008230609205525305
22,NLD,Disturbance Year,2008,Percentage share,0.00667402047557882
23,NLD,Disturbance Year,2009,Percentage share,0.01056256638177972
24,NLD,Disturbance Year,2010,Percentage share,0.009874975495431178
25,NLD,Disturbance Year,2011,Percentage share,0.0061736883838103065
26,NLD,Disturbance Year,2012,Percentage share,0.008491015966738158
27,NLD,Disturbance Year,2013,Percentage share,0.010884417434964143
28,NLD,Disturbance Year,2014,Percentage share,0.008818718857253207
29,NLD,Disturbance Year,2015,Percentage share,0.01041334452984876
30,NLD,Disturbance Year,2016,Percentage share,0.009193236446413263
31,NLD,Disturbance Year,2017,Percentage share,0.02192098264052456
32,NLD,Disturbance Year,2018,Percentage share,0.008353497789468449
33,NLD,Disturbance Year,2019,Percentage share,0.006223429001120627
34,NLD,Disturbance Year,2020,Percentage share,0.009962753055390567
0,NOR,Disturbance Year,1986,Percentage share,0.009091344661952702
1,NOR,Disturbance Year,1987,Percentage share,0.007890053971323061
2,NOR,Disturbance Year,1988,Percentage share,0.011412653371382973
3,NOR,Disturbance Year,1989,Percentage share,0.011465491802654727
4,NOR,Disturbance Year,1990,Percentage share,0.012259635513336553
5,NOR,Disturbance Year,1991,Percentage share,0.01079090623730814
6,NOR,Disturbance Year,1992,Percentage share,0.011088234359040721
7,NOR,Disturbance Year,1993,Percentage share,0.008185814851450122
8,NOR,Disturbance Year,1994,Percentage share,0.008007261254250022
9,NOR,Disturbance Year,1995,Percentage share,0.00878338168646839
10,NOR,Disturbance Year,1996,Percentage share,0.008593073777226904
11,NOR,Disturbance Year,1997,Percentage share,0.01016938299489124
12,NOR,Disturbance Year,1998,Percentage share,0.007292039352988931
13,NOR,Disturbance Year,1999,Percentage share,0.00782344620308854
14,NOR,Disturbance Year,2000,Percentage share,0.008814390681091857
15,NOR,Disturbance Year,2001,Percentage share,0.008572139907210341
16,NOR,Disturbance Year,2002,Percentage share,0.007303457827543419
17,NOR,Disturbance Year,2003,Percentage share,0.00696303056165909
18,NOR,Disturbance Year,2004,Percentage share,0.008993280115778855
19,NOR,Disturbance Year,2005,Percentage share,0.007805422924625081
20,NOR,Disturbance Year,2006,Percentage share,0.009962954886278708
21,NOR,Disturbance Year,2007,Percentage share,0.00756608274229667
22,NOR,Disturbance Year,2008,Percentage share,0.008237981607748085
23,NOR,Disturbance Year,2009,Percentage share,0.006382927275959453
24,NOR,Disturbance Year,2010,Percentage share,0.006796791005645204
25,NOR,Disturbance Year,2011,Percentage share,0.007953527256346545
26,NOR,Disturbance Year,2012,Percentage share,0.009950081115947668
27,NOR,Disturbance Year,2013,Percentage share,0.00872919990524905
28,NOR,Disturbance Year,2014,Percentage share,0.007226103259728204
29,NOR,Disturbance Year,2015,Percentage share,0.007392902544886918
30,NOR,Disturbance Year,2016,Percentage share,0.0076803794336705285
31,NOR,Disturbance Year,2017,Percentage share,0.010692729745305328
32,NOR,Disturbance Year,2018,Percentage share,0.010112178676289827
33,NOR,Disturbance Year,2019,Percentage share,0.007331892068100677
34,NOR,Disturbance Year,2020,Percentage share,0.01867032535487947
0,POL,Disturbance Year,1986,Percentage share,0.011943801076297226
1,POL,Disturbance Year,1987,Percentage share,0.008285676978812778
2,POL,Disturbance Year,1988,Percentage share,0.011330439822900972
3,POL,Disturbance Year,1989,Percentage share,0.010589395354932838
4,POL,Disturbance Year,1990,Percentage share,0.008417455692719985
5,POL,Disturbance Year,1991,Percentage share,0.008039224283516482
6,POL,Disturbance Year,1992,Percentage share,0.012016797329156247
7,POL,Disturbance Year,1993,Percentage share,0.009326295177573624
8,POL,Disturbance Year,1994,Percentage share,0.006767692195761014
9,POL,Disturbance Year,1995,Percentage share,0.006744323758377103
10,POL,Disturbance Year,1996,Percentage share,0.006769619489565872
11,POL,Disturbance Year,1997,Percentage share,0.006912359686988214
12,POL,Disturbance Year,1998,Percentage share,0.007494884239506729
13,POL,Disturbance Year,1999,Percentage share,0.007817946863546154
14,POL,Disturbance Year,2000,Percentage share,0.007507050281649899
15,POL,Disturbance Year,2001,Percentage share,0.006187938128086983
16,POL,Disturbance Year,2002,Percentage share,0.00895360473805909
17,POL,Disturbance Year,2003,Percentage share,0.009444944202435232
18,POL,Disturbance Year,2004,Percentage share,0.010320537869155062
19,POL,Disturbance Year,2005,Percentage share,0.009044428458613052
20,POL,Disturbance Year,2006,Percentage share,0.01158580625204474
21,POL,Disturbance Year,2007,Percentage share,0.007996221540495575
22,POL,Disturbance Year,2008,Percentage share,0.009544922568562274
23,POL,Disturbance Year,2009,Percentage share,0.00960334366202205
24,POL,Disturbance Year,2010,Percentage share,0.013912893065548708
25,POL,Disturbance Year,2011,Percentage share,0.010017350462478241
26,POL,Disturbance Year,2012,Percentage share,0.013021640136664405
27,POL,Disturbance Year,2013,Percentage share,0.011549067213889623
28,POL,Disturbance Year,2014,Percentage share,0.013623678538957112
29,POL,Disturbance Year,2015,Percentage share,0.012611969747269147
30,POL,Disturbance Year,2016,Percentage share,0.011763237737954535
31,POL,Disturbance Year,2017,Percentage share,0.015338849569418474
32,POL,Disturbance Year,2018,Percentage share,0.015097696932085541
33,POL,Disturbance Year,2019,Percentage share,0.013658128915718961
34,POL,Disturbance Year,2020,Percentage share,0.014800532318548902
0,PRT,Disturbance Year,1986,Percentage share,0.011157360053541438
1,PRT,Disturbance Year,1987,Percentage share,0.008111717240595524
2,PRT,Disturbance Year,1988,Percentage share,0.010368128954047809
3,PRT,Disturbance Year,1989,Percentage share,0.025387196777411577
4,PRT,Disturbance Year,1990,Percentage share,0.025841793890719906
5,PRT,Disturbance Year,1991,Percentage share,0.019269866525236455
6,PRT,Disturbance Year,1992,Percentage share,0.02464453031278807
7,PRT,Disturbance Year,1993,Percentage share,0.00924426386836888
8,PRT,Disturbance Year,1994,Percentage share,0.010456522837191095
9,PRT,Disturbance Year,1995,Percentage share,0.016914800924347464
10,PRT,Disturbance Year,1996,Percentage share,0.019671585154878712
11,PRT,Disturbance Year,1997,Percentage share,0.019613971284615676
12,PRT,Disturbance Year,1998,Percentage share,0.016556490005177355
13,PRT,Disturbance Year,1999,Percentage share,0.03006339104191133
14,PRT,Disturbance Year,2000,Percentage share,0.018959698703135457
15,PRT,Disturbance Year,2001,Percentage share,0.024076283921152655
16,PRT,Disturbance Year,2002,Percentage share,0.027552846914422092
17,PRT,Disturbance Year,2003,Percentage share,0.026742306575242136
